id,citation_count_without_self_citations,citation_count,number_of_pages,preprint_date,author_count,refereed,document_type,publication_type,number_of_references
817248,9,18,19.0,2009-04-01,6,True,article,research,50
814825,30,33,35.0,2009-03-01,1,True,article,research,33
816799,54,85,15.0,2009-03-01,8,True,article,research,27
832070,61,77,17.0,2009-09-01,5,True,article,research,29
828055,8,10,9.0,2009-08-01,2,True,article,research,21
823902,0,3,8.0,2009-06-01,1,False,conference paper,research,44
823903,0,10,10.0,2009-06-01,1,True,article,research,15
824972,0,0,17.0,2009-07-01,1,True,article,research,24
832489,8,10,8.0,2009-09-01,2,True,article,research,47
833987,5,6,15.0,2009-01-01,2,True,article,research,36
834767,24,32,7.0,2009-10-01,3,True,article,research,20
834780,5,12,13.0,2009-10-01,4,True,article,research,29
830362,15,26,20.0,2009-09-01,3,True,article,research,35
813051,6,19,13.0,2009-02-01,4,True,conference paper,research,33
822668,31,47,13.0,2009-06-01,4,True,article,research,48
834479,0,2,10.0,2009-10-01,1,False,conference paper,research,40
820072,150,207,4.0,2009-05-01,3,True,article,research,22
822655,7,10,30.0,2009-01-01,1,True,article,research,55
835797,93,100,47.0,2009-11-01,2,True,article,review,104
823696,9,15,8.0,2009-06-01,3,True,article,research,25
815738,13,22,5.0,2009-04-01,1,True,article,research,27
825189,15,15,18.0,2009-07-01,2,True,article,research,76
810801,17,17,4.0,2009-01-01,4,True,conference paper,research,13
832090,168,182,24.0,2009-09-01,7,True,article,research,63
817474,5,10,8.0,2009-04-01,2,True,article,research,46
821847,7,29,32.0,2009-06-01,2,True,article,research,57
831062,6,9,4.0,2009-09-01,2,False,conference paper,research,10
829283,7,9,4.0,2009-08-01,1,True,conference paper,research,12
830505,12,15,34.0,2009-09-01,2,True,article,research,81
838869,17,24,24.0,2009-12-01,3,True,article,research,66
817834,44,75,12.0,2009-04-01,6,True,article,research,17
810006,0,1,23.0,2009-04-29,3,True,article,research,66
810602,44,59,6.0,2009-01-01,1,True,article,research,40
829973,289,305,4.0,2009-08-14,4,True,article,research,17
858870,1,1,6.0,2010-06-01,7,False,conference paper,research,20
853604,1,1,6.0,2010-04-01,3,False,conference paper,research,13
870778,1,4,8.0,2010-09-01,3,False,conference paper,research,28
842855,0,0,5.0,2010-01-01,7,False,conference paper,research,21
881615,2,2,8.0,2010-12-01,2,False,conference paper,research,17
868663,1,2,9.0,2010-09-01,3,False,conference paper,research,17
846094,0,0,6.0,2010-02-01,5,False,conference paper,research,28
872188,0,0,10.0,2010-10-01,2,False,conference paper,research,32
871176,1,1,9.0,2010-09-01,1,False,conference paper,research,51
871112,0,0,2.0,2010-09-01,4,False,conference paper,research,3
849880,3,4,4.0,2010-03-01,3,False,conference paper,research,9
843974,1,1,5.0,2010-01-01,1,False,conference paper,research,14
871181,0,0,2.0,2010-09-01,3,False,conference paper,research,5
881213,2,2,5.0,2010-12-01,2,False,conference paper,research,7
890250,0,0,2.0,2010-01-01,2,False,conference paper,research,11
871275,1,6,9.0,2010-09-01,1,False,conference paper,research,36
871107,0,0,2.0,2010-09-01,2,False,conference paper,research,6
844534,5,5,11.0,2010-02-01,3,True,conference paper,research,32
852151,1,1,7.0,2010-04-01,1,False,conference paper,research,29
843007,1,1,8.0,2010-01-01,1,False,conference paper,research,42
872431,3,3,16.0,2010-10-01,1,False,conference paper,research,30
873829,0,0,2.0,2010-09-01,3,False,conference paper,research,2
852433,0,0,6.0,2010-04-01,3,False,conference paper,research,17
872316,18,18,9.0,2010-10-01,1,False,conference paper,research,31
853431,2,2,6.0,2010-04-01,1,False,conference paper,research,36
856151,18,28,13.0,2010-05-01,3,True,article,research,94
843106,0,5,5.0,2010-01-01,3,False,conference paper,research,20
872296,1,2,5.0,2010-10-01,5,False,conference paper,research,31
873982,0,0,2.0,2010-10-01,1,False,conference paper,research,5
874044,0,0,2.0,2010-10-01,1,False,conference paper,research,8
851518,4,9,6.0,2010-04-01,2,False,conference paper,research,29
871887,0,0,2.0,2010-10-01,2,False,conference paper,research,6
872245,0,0,2.0,2010-10-01,2,False,conference paper,research,4
852471,0,4,6.0,2010-04-01,2,False,conference paper,research,14
871116,0,0,2.0,2010-09-01,3,False,conference paper,research,7
864805,4,8,20.0,2010-08-01,3,True,article,research,97
843214,8,8,5.0,2010-01-01,5,False,conference paper,research,12
852207,1,6,6.0,2010-04-01,1,False,conference paper,research,27
843375,0,0,8.0,2010-01-01,1,False,conference paper,research,36
873825,0,0,2.0,2010-09-01,1,False,conference paper,research,9
851253,0,1,7.0,2010-04-01,2,False,conference paper,research,13
858928,6,8,7.0,2010-06-01,1,False,conference paper,review,23
856230,0,0,7.0,2010-05-01,1,False,conference paper,research,31
852183,1,1,6.0,2010-04-01,1,False,conference paper,research,24
872208,0,0,10.0,2010-10-01,2,False,conference paper,research,20
853068,0,0,6.0,2010-04-01,1,False,conference paper,research,18
857142,2,2,6.0,2010-06-01,1,False,conference paper,review,42
871426,0,5,5.0,2010-09-01,3,False,conference paper,research,10
855261,6,7,6.0,2010-05-01,3,False,conference paper,research,37
868576,0,3,5.0,2010-09-01,2,False,conference paper,research,17
858383,2,3,4.0,2010-06-01,1,False,conference paper,research,54
851266,1,2,6.0,2010-04-01,1,False,conference paper,research,10
873831,0,0,2.0,2010-09-01,4,False,conference paper,research,3
846062,0,0,4.0,2010-02-01,2,False,conference paper,research,3
847917,1,5,2.0,2010-03-01,2,False,conference paper,research,26
849203,11,22,5.0,2010-03-01,1,True,article,research,23
848407,21,27,10.0,2010-03-01,3,True,article,research,35
846453,0,1,10.0,2010-02-01,1,True,article,research,4
846513,8,8,11.0,2010-02-01,6,True,article,research,24
858130,28,37,11.0,2010-06-01,2,True,article,research,68
841885,33,53,7.0,2010-01-01,3,True,article,research,28
844033,52,91,5.0,2010-01-01,5,True,article,research,24
851550,1,2,14.0,2010-04-01,4,True,article,research,39
851595,12,26,4.0,2010-04-01,8,True,article,research,24
847482,2,12,8.0,2010-03-01,2,True,article,research,46
849573,0,0,7.0,2010-03-01,5,False,conference paper,research,17
847137,1,2,4.0,2010-03-01,2,False,conference paper,research,5
842505,4,7,6.0,2010-01-01,2,True,conference paper,research,22
842431,7,9,4.0,2010-01-01,6,False,conference paper,research,14
847163,19,32,9.0,2010-03-01,3,True,article,research,56
844491,4,16,24.0,2010-02-01,4,True,article,research,51
852413,13,22,13.0,2010-04-01,5,True,article,research,22
855591,161,221,24.0,2010-05-01,4,True,article,research,81
855633,18,23,5.0,2010-05-01,4,True,article,research,37
853704,0,0,4.0,2010-05-01,2,False,conference paper,research,13
853731,22,22,5.0,2010-05-01,1,True,article,research,26
849140,21,52,6.0,2010-03-01,4,True,article,research,10
850448,2,6,4.0,2010-03-01,2,True,article,research,28
853892,3,3,16.0,2010-05-01,3,False,conference paper,research,53
853286,27,37,9.0,2010-04-01,2,True,article,research,45
848914,1,1,4.0,2010-03-01,4,True,conference paper,research,14
851016,6,6,10.0,2010-04-01,4,True,article,research,42
842979,2,11,5.0,2010-01-01,5,True,article,research,20
843009,2,3,6.0,2010-01-01,3,True,conference paper,research,30
843019,4,11,8.0,2010-01-01,3,True,conference paper,research,39
860021,6,6,6.0,2010-07-01,1,False,conference paper,research,28
857005,38,46,15.0,2010-06-01,3,True,article,research,34
857337,47,61,11.0,2010-06-01,2,True,article,research,65
857664,5,6,6.0,2010-06-01,1,True,article,research,5
861054,6,17,21.0,2010-07-01,2,True,article,research,35
871234,13,15,14.0,2010-09-01,1,False,conference paper,lectures,37
845034,6,9,6.0,2010-02-01,3,True,article,research,15
845078,11,14,7.0,2010-02-01,2,True,article,research,27
841768,5,5,11.0,2010-01-01,1,False,conference paper,research,38
843357,18,30,10.0,2010-01-01,4,True,article,research,37
859317,1,3,4.0,2010-06-01,3,True,article,research,13
881244,3,3,7.0,2010-12-01,1,False,conference paper,research,42
861260,65,76,7.0,2010-07-01,3,True,article,research,37
860845,41,52,13.0,2010-07-01,2,True,article,research,51
920922,0,0,2.0,2011-07-01,2,False,conference paper,research,7
920924,0,0,2.0,2011-07-01,2,False,conference paper,research,8
924165,5,11,4.0,2011-08-01,5,True,article,research,16
891881,2,2,10.0,2011-03-01,1,False,conference paper,research,26
883470,2,2,12.0,2011-01-01,1,False,conference paper,research,29
897486,2,4,4.0,2011-04-01,11,False,conference paper,research,20
922436,2,3,4.0,2011-08-01,3,False,conference paper,research,1
930262,0,0,2.0,2011-09-01,3,False,conference paper,research,6
892414,1,1,4.0,2011-03-01,1,False,conference paper,research,16
917698,4,10,4.0,2011-07-01,6,False,conference paper,research,1
929878,0,0,2.0,2011-09-01,1,False,conference paper,research,3
929880,0,0,2.0,2011-09-01,1,False,conference paper,research,5
929883,0,0,6.0,2011-09-01,4,False,conference paper,research,36
920508,0,0,2.0,2011-07-01,3,False,conference paper,research,9
883485,0,6,8.0,2011-01-01,2,False,conference paper,research,21
924843,12,29,4.0,2011-08-01,3,True,article,research,21
890339,44,76,6.0,2011-02-01,5,True,article,research,35
884571,5,12,6.0,2011-01-01,4,False,conference paper,research,19
916863,0,0,4.0,2011-07-01,1,False,conference paper,research,11
919272,11,14,7.0,2011-07-01,1,True,article,research,26
944778,0,0,2.0,2011-11-01,2,False,conference paper,research,8
920923,0,0,2.0,2011-07-01,2,False,conference paper,research,9
922894,2,2,14.0,2011-08-01,2,False,book chapter,review,59
927436,126,183,5.0,2011-09-01,3,True,article,research,35
894557,80,106,6.0,2011-03-01,3,True,article,research,39
923909,0,0,6.0,2011-08-01,4,False,conference paper,research,18
919119,0,2,6.0,2011-07-01,3,False,conference paper,research,14
892510,7,18,7.0,2011-03-01,3,False,conference paper,research,46
913871,2,3,6.0,2011-06-01,8,False,conference paper,research,24
930056,21,41,7.0,2011-09-01,3,True,article,research,31
921457,0,0,2.0,2011-07-01,4,False,conference paper,research,12
930264,1,1,2.0,2011-09-01,3,False,conference paper,research,4
884068,0,1,6.0,2011-01-01,5,False,conference paper,research,22
883277,0,0,19.0,2011-01-01,1,False,conference paper,lectures,70
892516,0,0,3.0,2011-03-01,3,False,conference paper,research,16
891872,2,3,4.0,2011-03-01,11,False,conference paper,research,28
944774,0,0,2.0,2011-11-01,2,False,conference paper,research,16
944775,0,0,2.0,2011-11-01,2,False,conference paper,research,9
930051,34,39,5.0,2011-09-01,2,True,article,research,36
891524,8,11,7.0,2011-03-01,6,False,conference paper,research,41
902087,6,7,9.0,2011-05-01,1,False,conference paper,research,18
921532,10,15,7.0,2011-07-01,4,False,conference paper,research,18
922413,0,1,6.0,2011-08-01,1,False,conference paper,research,40
885330,5,20,16.0,2011-01-01,2,False,book chapter,research,59
925081,2,9,37.0,2011-08-01,2,True,article,research,43
920515,0,0,2.0,2011-07-01,2,False,conference paper,research,6
917929,1,1,6.0,2011-07-01,1,False,conference paper,research,14
920921,0,0,2.0,2011-07-01,2,False,conference paper,research,8
922338,0,10,6.0,2011-08-01,6,False,conference paper,research,67
883682,4,4,15.0,2011-01-01,1,False,book chapter,research,43
891657,26,34,5.0,2011-03-01,2,True,article,research,34
884899,6,28,7.0,2011-01-01,4,False,conference paper,research,46
891883,1,1,4.0,2011-03-01,4,False,conference paper,research,9
914125,3,3,6.0,2011-06-01,4,False,conference paper,research,25
920918,0,0,2.0,2011-07-01,1,False,conference paper,research,9
920919,0,0,2.0,2011-07-01,1,False,conference paper,research,11
921433,1,1,7.0,2011-07-01,4,False,conference paper,research,15
921455,0,0,2.0,2011-07-01,2,False,conference paper,research,12
920562,0,0,2.0,2011-07-01,2,False,conference paper,research,15
922447,0,0,4.0,2011-08-01,2,False,conference paper,research,19
901362,10,18,5.0,2011-05-01,1,True,article,research,27
901969,50,70,5.0,2011-05-01,3,True,article,research,48
923016,4,9,6.0,2011-08-01,3,False,conference paper,research,44
944203,2,2,4.0,2011-11-01,6,True,article,research,26
929879,0,0,2.0,2011-09-01,1,False,conference paper,research,5
929881,0,0,2.0,2011-09-01,1,False,conference paper,research,4
944777,0,0,2.0,2011-11-01,2,False,conference paper,research,9
925717,63,69,4.0,2011-08-01,2,True,article,research,25
1084588,18,46,6.0,2011-01-01,2,True,article,research,48
901406,4,7,22.0,2011-05-01,3,True,article,research,10
944776,0,0,2.0,2011-11-01,1,False,conference paper,research,11
923910,0,0,3.0,2011-08-01,3,False,conference paper,research,2
930263,0,0,2.0,2011-09-01,3,False,conference paper,research,4
884398,18,21,13.0,2011-01-01,2,False,book chapter,research,61
892053,0,0,3.0,2011-03-01,2,False,conference paper,research,7
892455,2,2,7.0,2011-03-01,1,False,conference paper,research,34
1082480,1,2,7.0,2011-12-01,1,True,article,research,21
1082843,2,3,29.0,2011-12-01,2,True,article,research,43
1081188,0,0,4.0,2011-12-01,2,False,conference paper,research,6
889123,15,24,19.0,2011-02-01,3,True,article,research,35
894907,31,33,6.0,2011-03-01,4,True,article,research,47
898839,17,26,12.0,2011-05-01,3,True,article,research,16
898842,3,5,5.0,2011-05-01,3,True,article,research,17
901782,21,31,11.0,2011-05-01,2,True,article,research,50
885194,1,2,4.0,2011-01-01,1,False,conference paper,research,7
893103,12,22,23.0,2011-03-01,3,True,article,research,35
884059,0,0,21.0,2011-01-01,2,True,article,research,1
924137,6,7,8.0,2011-08-01,3,True,article,research,27
898125,23,43,16.0,2011-05-01,5,True,article,research,51
927240,32,32,22.0,2011-09-01,2,True,article,research,39
898065,47,47,12.0,2011-05-01,3,True,article,research,68
916254,12,12,4.0,2011-06-01,4,False,conference paper,research,14
919128,30,36,4.0,2011-07-01,2,False,conference paper,research,36
929874,7,17,25.0,2011-09-01,2,True,article,research,23
930890,7,11,4.0,2011-10-01,2,True,conference paper,research,17
893802,34,43,18.0,2011-03-01,5,True,article,research,25
940042,9,10,172.0,2011-10-01,1,True,thesis,research,127
889544,2,4,33.0,2011-02-01,5,True,article,research,43
1120049,1,3,8.0,2012-06-01,1,False,conference paper,research,24
1185449,0,0,4.0,2012-09-01,2,False,conference paper,research,12
1112837,17,23,7.0,2012-04-01,2,True,article,research,22
1111677,12,18,9.0,2012-04-01,3,True,article,research,29
1125582,1,1,6.0,2012-08-01,1,False,conference paper,research,42
1187834,0,0,4.0,2012-09-01,4,False,conference paper,research,10
1190031,10,24,16.0,2012-10-01,1,True,article,research,41
1107647,15,35,11.0,2012-04-01,4,True,article,research,41
1126996,28,30,4.0,2012-08-01,1,True,article,research,48
1182024,16,19,5.0,2012-08-01,3,True,article,research,16
1112297,1,3,3.0,2012-04-01,2,False,conference paper,research,7
1117567,103,136,15.0,2012-06-01,4,True,article,review,47
1093012,5,5,4.0,2012-03-01,4,True,conference paper,research,30
1116269,28,43,6.0,2012-01-01,3,True,article,research,18
1087159,13,44,5.0,2012-01-01,4,True,article,research,28
1188709,4,6,4.0,2012-09-01,6,True,article,research,14
1122715,0,0,8.0,2012-07-01,1,False,conference paper,research,19
1121912,2,3,7.0,2012-07-01,4,False,conference paper,research,15
1185134,0,10,4.0,2012-09-01,2,True,article,research,14
1125999,151,170,5.0,2012-08-01,2,True,article,research,50
1118440,175,219,19.0,2012-06-01,2,True,article,research,85
1085664,31,43,6.0,2012-01-01,6,True,article,research,68
1090737,15,28,6.0,2012-02-01,2,True,article,research,55
1116310,18,21,11.0,2012-05-01,2,True,article,research,59
1104764,4,5,7.0,2012-04-01,1,True,article,research,21
1197359,1,1,4.0,2012-10-01,8,False,conference paper,research,37
1121896,45,82,7.0,2012-07-01,2,True,article,research,45
1093549,155,180,8.0,2012-03-01,6,True,article,research,83
1087927,5,15,8.0,2012-02-01,2,True,article,research,59
1084415,25,34,5.0,2012-01-01,2,True,article,research,45
1187833,0,0,8.0,2012-09-01,6,False,conference paper,research,29
1122714,1,1,4.0,2012-07-01,2,False,conference paper,research,12
1115632,3,7,7.0,2012-05-01,9,True,article,research,23
1084883,2,5,4.0,2012-01-01,3,False,conference paper,research,7
1193997,0,1,4.0,2012-10-01,5,False,conference paper,research,23
1121040,0,6,5.0,2012-07-01,2,True,article,research,32
1198480,1,3,6.0,2012-11-01,5,False,conference paper,research,33
1190715,0,0,8.0,2012-10-01,3,False,conference paper,research,28
1126260,1,1,4.0,2012-08-01,5,False,conference paper,research,10
1111756,0,0,6.0,2012-04-01,1,False,conference paper,research,25
1093116,0,2,6.0,2012-03-01,4,True,article,research,31
1185448,7,13,12.0,2012-09-01,2,True,article,research,31
1188347,30,39,5.0,2012-09-01,5,True,article,research,55
1095126,6,15,15.0,2012-03-01,6,True,article,research,7
1093277,37,45,40.0,2012-03-01,1,False,conference paper,research,3
1086857,4,13,5.0,2012-01-01,2,True,article,research,25
1193995,28,29,104.0,2012-10-01,2,True,article,research,33
1094737,125,139,14.0,2012-03-01,3,True,article,research,29
1122716,4,4,8.0,2012-07-01,1,False,conference paper,research,24
1083359,152,161,6.0,2012-01-01,4,True,article,research,34
1118623,30,40,34.0,2012-06-01,3,True,article,research,31
1119096,0,1,6.0,2012-06-01,3,False,conference paper,research,21
1122878,17,32,12.0,2012-07-01,6,True,article,research,44
1188710,8,19,14.0,2012-09-01,1,False,conference paper,research,33
1199307,2,12,10.0,2012-11-01,4,True,article,research,21
1190219,0,0,15.0,2012-10-01,1,True,article,research,36
1086011,2,3,23.0,2012-01-01,3,True,article,research,48
1094762,15,17,25.0,2012-03-01,2,True,article,research,66
1090772,61,81,24.0,2012-02-01,4,True,article,research,68
1083431,26,45,10.0,2012-01-01,3,True,article,research,27
1203505,1,2,11.0,2012-11-01,1,True,article,research,55
1184386,2,2,3.0,2012-09-01,3,True,article,research,9
1114182,39,45,9.0,2012-05-01,4,True,article,research,72
1118467,16,24,8.0,2012-06-01,3,True,article,research,43
1118468,4,10,35.0,2012-06-01,1,True,article,research,40
1120084,11,24,8.0,2012-06-01,9,True,article,research,36
1114343,2,6,47.0,2012-05-01,2,True,article,research,35
1122708,1,12,6.0,2012-07-01,5,False,conference paper,research,23
1123693,4,4,9.0,2012-07-01,4,True,article,research,32
1124530,9,19,11.0,2012-08-01,4,True,article,research,37
1207038,5,5,5.0,2012-12-01,1,True,article,research,26
1121033,17,18,11.0,2012-07-01,3,True,article,research,40
1125989,1,3,3.0,2012-08-01,4,False,conference paper,research,13
1126018,0,0,4.0,2012-08-01,12,False,conference paper,research,18
1187836,25,26,5.0,2012-09-01,1,True,article,research,22
1184058,13,13,16.0,2012-08-01,3,True,article,research,32
1126227,29,31,18.0,2012-08-01,2,True,article,research,69
1189694,3,17,7.0,2012-10-01,5,False,conference paper,research,29
1182098,12,21,9.0,2012-08-01,2,True,article,research,59
1113026,8,10,12.0,2012-05-01,13,False,conference paper,research,14
1093732,91,102,22.0,2012-03-01,3,True,article,research,48
1090087,1,8,21.0,2012-02-01,2,True,article,research,22
1090089,5,5,14.0,2012-02-01,2,True,article,research,29
1094327,11,41,8.0,2012-03-01,3,True,article,research,47
1091032,33,38,10.0,2012-02-01,5,True,article,research,69
1084736,3,16,5.0,2012-01-01,2,True,article,research,11
1092786,21,24,6.0,2012-03-01,2,True,article,research,22
1092790,0,2,18.0,2012-03-01,4,True,article,research,43
1090665,5,13,18.0,2012-02-01,1,True,article,research,30
1111061,0,1,5.0,2012-04-01,4,True,article,research,22
1107646,12,22,22.0,2012-04-01,4,True,article,research,20
1112599,6,6,12.0,2012-04-01,1,True,article,research,31
1089427,1,2,10.0,2012-02-01,4,False,conference paper,research,16
1089866,13,13,12.0,2012-02-01,4,True,article,research,24
1112200,0,3,7.0,2012-04-01,7,False,conference paper,research,18
1116302,4,11,5.0,2012-05-01,4,True,article,research,26
1088886,10,14,2.0,2012-02-01,2,True,article,research,15
1094504,9,22,8.0,2012-03-01,3,True,article,research,47
1097042,20,39,18.0,2012-04-01,6,True,article,research,58
1245087,0,1,177.0,2013-07-29,1,True,thesis,research,81
1249639,19,23,3.0,2013-08-19,4,True,article,research,19
1244325,22,27,14.0,2013-07-23,2,True,article,research,45
1253143,3,11,4.0,2013-09-05,5,True,article,research,34
1254267,16,21,6.0,2013-09-16,8,True,article,research,5
1256502,0,0,8.0,2013-10-02,4,False,conference paper,research,25
1221787,0,0,6.0,2013-02-27,1,False,conference paper,research,25
1245258,3,6,8.0,2013-07-29,2,True,article,research,17
1252736,0,2,6.0,2013-09-04,1,True,conference paper,research,16
1241433,1,1,5.0,2013-07-01,1,False,conference paper,research,18
1241434,15,21,10.0,2013-07-02,2,True,article,research,39
1237942,2,2,4.0,2013-06-10,3,False,conference paper,research,17
1254062,0,0,8.0,2013-09-13,1,False,conference paper,research,56
1226025,25,45,11.0,2013-04-01,3,True,article,research,72
1238452,9,16,9.0,2013-06-12,2,True,article,research,24
1238454,16,25,5.0,2013-06-13,3,True,article,research,29
1230946,23,34,9.0,2013-04-27,1,True,article,research,41
1232979,8,10,6.0,2013-05-10,3,True,article,research,30
1232121,3,8,4.0,2013-05-06,3,True,article,research,23
1242019,3,3,4.0,2013-07-09,1,False,conference paper,research,31
1233132,6,9,8.0,2013-05-11,4,True,article,research,29
1230844,16,24,6.0,2013-04-26,6,True,article,research,37
1238634,14,22,11.0,2013-06-14,2,True,article,research,47
1235057,2,6,16.0,2013-05-22,2,True,article,research,15
1231767,20,43,18.0,2013-05-01,4,True,article,research,49
1227839,5,16,5.0,2013-04-10,1,True,article,research,30
1225566,2,2,18.0,2013-03-25,1,False,conference paper,research,68
1221282,1,4,8.0,2013-02-26,1,True,article,research,26
1222703,3,3,8.0,2013-03-05,1,False,conference paper,research,25
1228724,0,1,6.0,2013-04-17,1,False,conference paper,research,20
1224544,24,59,15.0,2013-01-01,5,True,article,research,52
1256977,7,17,4.0,2013-10-04,5,True,article,research,35
1256629,7,9,22.0,2013-10-03,2,True,article,research,24
1266479,5,21,9.0,2013-11-27,2,True,article,research,21
1262743,23,55,8.0,2013-10-30,8,True,article,research,42
1239505,20,28,7.0,2013-06-21,3,True,article,research,21
1235292,5,16,7.0,2013-05-23,3,True,article,research,89
1210892,52,68,4.0,2013-01-01,2,True,article,research,54
1232421,6,8,11.0,2013-05-08,2,True,article,research,46
1221263,58,64,12.0,2013-02-26,2,True,article,research,53
1227953,300,342,10.0,2013-04-11,4,True,article,research,65
1246939,25,53,10.0,2013-08-07,6,True,article,research,55
1240681,125,203,5.0,2013-06-28,5,True,article,research,66
1238836,18,26,16.0,2013-06-17,2,True,article,research,93
1232403,5,15,10.0,2013-05-08,5,True,article,research,73
1227550,8,26,7.0,2013-04-08,1,True,article,research,24
1230821,42,75,11.0,2013-04-25,4,True,article,research,63
1222684,4,20,5.0,2013-03-05,2,True,article,research,35
1225788,69,87,5.0,2013-03-28,2,True,article,research,24
1247275,102,114,5.0,2013-08-09,2,True,article,research,38
1239665,11,15,4.0,2013-06-23,2,True,article,research,33
1244556,31,55,5.0,2013-07-24,4,True,article,research,45
1254884,47,66,10.0,2013-09-19,7,True,article,research,39
1222382,7,27,6.0,2013-03-04,3,True,article,research,22
1268822,52,83,5.0,2013-12-10,4,True,article,research,43
1241880,11,15,8.0,2013-07-07,2,True,article,research,62
1241884,18,22,10.0,2013-07-08,5,True,article,research,71
1241794,19,23,5.0,2013-07-08,5,True,article,research,34
1242696,9,10,4.0,2013-07-15,4,True,article,research,39
1266839,18,29,23.0,2013-11-29,3,True,article,research,58
1233882,10,30,5.0,2013-05-16,4,True,article,research,26
1217586,43,65,5.0,2013-02-01,3,True,article,research,30
1224571,11,15,13.0,2013-03-20,2,True,article,research,34
1210066,0,0,15.0,2013-01-01,3,True,article,research,34
1267693,14,16,31.0,2013-12-04,3,True,article,research,52
1231536,38,55,14.0,2013-04-30,3,True,article,research,68
1210920,25,39,8.0,2013-01-01,1,True,article,research,37
1231741,16,50,6.0,2013-05-01,4,True,article,research,49
1223367,25,41,14.0,2013-03-11,3,True,article,research,64
1221060,16,57,12.0,2013-02-23,1,True,article,research,75
1209751,1,5,3.0,2013-01-01,4,True,article,research,24
1235304,63,109,8.0,2013-05-23,5,True,article,research,50
1219120,41,49,10.0,2013-02-12,2,True,article,research,49
1237936,79,102,4.0,2013-06-09,3,True,article,research,49
1227470,189,231,18.0,2013-04-08,4,True,article,research,73
1220001,44,53,16.0,2013-02-18,4,True,article,research,29
1253563,22,38,8.0,2013-09-10,3,True,article,research,46
1246402,79,91,22.0,2013-08-05,5,True,article,research,62
1233097,14,15,5.0,2013-05-13,2,True,article,research,23
1247710,37,63,16.0,2013-08-12,6,True,article,research,59
1236090,13,40,14.0,2013-05-29,5,True,article,research,39
1229545,81,112,63.0,2013-04-23,3,True,article,review,194
1242640,8,29,6.0,2013-07-14,3,True,article,research,63
1255832,20,42,24.0,2013-09-27,1,True,article,research,72
1216715,0,9,6.0,2013-01-01,3,False,conference paper,research,17
1222130,9,17,9.0,2013-03-01,4,True,article,research,30
1209750,19,27,5.0,2013-01-01,3,True,article,research,38
1222151,1,1,8.0,2013-02-28,1,False,conference paper,research,39
1228387,0,0,20.0,2013-04-15,5,False,conference paper,research,43
1228388,1,1,8.0,2013-04-15,7,False,conference paper,research,53
1242654,14,32,10.0,2013-07-13,4,True,article,research,47
1233539,135,163,5.0,2013-05-15,1,True,article,research,27
1316510,1,1,201.0,2014-09-14,1,True,thesis,research,180
1278756,2,4,7.0,2014-01-24,4,True,article,research,41
1283641,7,11,21.0,2014-03-04,3,True,article,research,84
1283376,24,25,6.0,2014-03-03,1,True,article,research,19
1333280,42,55,67.0,2014-12-07,3,True,article,review,209
1286943,7,7,8.0,2014-03-23,6,True,article,research,34
1283744,33,38,4.0,2014-03-05,2,True,article,research,23
1295940,27,32,13.0,2014-05-13,3,True,article,research,82
1315991,54,86,5.0,2014-09-11,2,True,article,research,35
1279783,4,5,4.0,2014-01-30,3,True,article,research,16
1306337,75,125,77.0,2014-07-13,2,True,article,review,323
1276545,6,7,6.0,2014-01-08,2,True,article,research,43
1287874,23,38,4.0,2014-03-28,5,True,article,research,41
1309649,9,15,6.0,2014-08-03,3,True,conference paper,research,16
1278358,16,40,7.0,2014-01-21,3,True,article,research,68
1278078,8,18,13.0,2014-01-17,3,True,article,research,75
1289242,8,40,9.0,2014-04-09,2,True,article,research,64
1287933,3,25,10.0,2014-03-31,4,True,article,research,55
1294157,87,99,9.0,2014-05-04,5,True,article,research,43
1315446,28,37,5.0,2014-09-07,2,True,article,research,29
1288090,64,90,20.0,2014-04-01,3,True,article,research,60
1307796,4,4,5.0,2014-07-24,2,True,conference paper,research,29
1279038,66,102,10.0,2014-01-28,3,True,article,research,67
1304333,12,28,8.0,2014-07-01,4,True,article,research,34
1278376,30,42,17.0,2014-01-21,2,True,article,research,44
1285767,14,18,11.0,2014-03-13,1,True,article,research,86
1278241,6,10,14.0,2014-01-19,4,True,article,research,63
1278324,37,44,4.0,2014-01-21,1,True,article,research,43
1282167,0,0,4.0,2014-02-21,1,False,conference paper,research,11
1276315,1,10,4.0,2014-01-07,2,False,conference paper,research,19
1298429,2,13,22.0,2014-05-23,2,True,article,research,48
1291286,1,1,6.0,2014-04-18,2,False,conference paper,research,11
1280746,0,3,5.0,2014-02-08,3,True,article,research,15
1313009,24,29,6.0,2014-08-29,4,True,article,research,37
1319364,3,5,14.0,2014-09-27,3,True,article,research,66
1326020,2,6,6.0,2014-11-04,1,True,article,research,41
1317689,21,26,5.0,2014-09-17,1,True,article,research,23
1299690,3,6,4.0,2014-06-07,2,False,conference paper,research,12
1299024,82,100,5.0,2014-06-03,3,True,article,research,31
1326023,12,12,9.0,2014-11-04,4,False,conference paper,research,27
1297105,39,43,5.0,2014-05-19,4,True,article,research,44
1289911,34,54,8.0,2014-04-10,5,True,article,research,54
1295708,44,58,7.0,2014-05-12,2,True,article,research,57
1278079,97,125,9.0,2014-01-17,3,True,article,research,78
1304335,8,17,22.0,2014-07-01,3,True,article,research,22
1309155,5,6,5.0,2014-07-31,3,True,conference paper,research,19
1304494,48,101,19.0,2014-07-02,9,True,article,research,41
