id,citation_count_without_self_citations,citation_count,number_of_pages,preprint_date,author_count,refereed,document_type,publication_type,number_of_references
505395,21,34,22.0,1999-08-01,2,True,article,research,15
502801,23,25,12.0,1999-06-01,2,True,article,research,15
504214,19,34,14.0,1999-07-01,4,True,article,research,31
504219,33,52,7.0,1999-07-01,3,True,article,research,31
500450,84,140,15.0,1999-05-01,3,True,article,research,21
500982,162,201,5.0,1999-06-01,3,True,article,research,34
496686,283,335,40.0,1999-03-01,6,True,article,research,79
494027,29,30,14.0,1999-01-01,2,True,article,research,31
496454,128,154,23.0,1999-03-01,2,True,article,research,25
504218,73,106,29.0,1999-07-01,3,True,article,research,46
495998,23,37,17.0,1999-02-01,2,True,article,research,42
493920,2,6,12.0,1999-01-01,3,True,article,research,15
496801,17,23,19.0,1999-03-01,3,True,article,research,27
496865,6,8,10.0,1999-03-01,4,True,article,research,12
493637,45,56,24.0,1999-01-01,2,True,article,research,9
527383,0,1,10.0,2000-03-01,1,False,conference paper,research,23
532585,1,1,5.0,2000-05-01,3,False,conference paper,research,10
533666,4,9,4.0,2000-05-01,8,False,conference paper,research,6
538819,3,3,13.0,2000-12-01,2,False,conference paper,research,32
532934,9,36,16.0,2000-09-01,1,False,conference paper,research,41
523588,18,18,6.0,2000-02-01,5,True,conference paper,research,33
530991,3,3,4.0,2000-05-01,2,False,conference paper,research,17
522888,366,443,16.0,2000-01-01,2,True,article,research,34
526614,293,477,9.0,2000-04-01,3,True,article,research,33
527388,208,240,5.0,2000-05-01,3,True,article,research,28
526840,10,19,15.0,2000-05-01,2,True,article,research,49
536240,14,33,27.0,2000-11-01,8,True,article,research,36
525001,133,133,10.0,2000-03-01,1,True,article,research,17
533001,40,46,5.0,2000-09-01,4,True,article,research,58
523188,139,164,4.0,2000-01-01,3,True,article,research,11
523498,28,64,17.0,2000-01-01,3,True,article,research,30
526760,10,14,4.0,2000-02-01,3,False,conference paper,research,19
525162,43,46,7.0,2000-03-01,3,True,article,research,23
524667,18,24,17.0,2000-03-01,4,True,article,research,24
524795,4,13,11.0,2000-03-01,1,True,article,research,13
523634,19,40,13.0,2000-02-01,5,True,article,research,25
529557,90,119,13.0,2000-06-01,3,True,article,research,31
527741,207,239,15.0,2000-05-01,2,True,article,research,41
531051,16,25,17.0,2000-07-01,1,True,article,research,42
529198,22,45,38.0,2000-06-01,9,True,article,research,58
532430,7,10,4.0,2000-08-01,1,False,conference paper,research,17
524432,0,2,9.0,2000-02-01,1,True,conference paper,research,12
526335,5,10,10.0,2000-04-01,2,True,article,research,10
526413,0,0,12.0,2000-04-01,1,True,article,research,45
523022,19,29,19.0,2000-01-01,3,True,article,research,24
523153,7,7,28.0,2000-01-01,3,True,article,research,28
523809,30,44,10.0,2000-02-01,4,True,article,research,12
524883,5,8,4.0,2000-03-01,4,True,article,research,30
550624,0,11,13.0,2000-01-01,2,True,article,research,5
550684,0,0,5.0,2000-01-01,2,True,article,research,21
537337,8,8,10.0,2000-05-01,1,False,conference paper,research,30
527380,41,89,15.0,2000-05-01,4,True,article,research,11
527387,16,27,5.0,2000-05-01,2,True,article,research,19
527776,21,24,13.0,2000-05-01,3,True,article,research,26
526837,10,10,4.0,2000-02-01,1,True,conference paper,research,16
525826,20,20,11.0,2000-04-01,3,True,article,research,16
525882,26,36,9.0,2000-04-01,3,True,article,research,69
523280,1,1,12.0,2000-01-01,3,True,article,research,15
526539,16,26,25.0,2000-01-01,5,True,article,research,50
524502,2,6,19.0,2000-03-01,3,True,article,research,26
530415,22,50,17.0,2000-07-01,5,True,article,research,40
529617,6,10,20.0,2000-07-01,2,True,article,research,39
528471,30,46,7.0,2000-06-01,3,True,article,research,25
523502,99,106,17.0,2000-01-01,3,True,article,research,18
524884,10,16,12.0,2000-03-01,6,True,article,research,24
528393,57,75,31.0,2000-06-01,4,True,article,research,45
529197,11,24,4.0,2000-06-01,4,True,article,research,21
522843,20,31,7.0,2000-01-01,2,True,article,research,26
522970,9,25,17.0,2000-01-01,2,True,article,research,34
522976,7,22,4.0,2000-01-01,2,True,article,research,25
522747,60,85,10.0,2000-01-01,3,True,article,research,27
525560,7,7,22.0,2000-03-01,2,True,article,research,29
523766,355,395,38.0,2000-02-01,4,True,article,research,39
523765,13,27,20.0,2000-02-01,5,True,article,research,30
524441,13,22,8.0,2000-01-01,2,True,article,research,21
523436,36,104,61.0,2000-01-01,3,True,article,research,78
536043,4,4,11.0,2000-10-01,1,True,conference paper,research,60
526375,2,2,26.0,2000-04-01,2,True,article,research,44
523767,7,16,6.0,2000-02-01,3,True,article,research,23
523500,4,4,11.0,2000-01-01,1,True,article,research,27
523501,67,83,6.0,2000-01-01,1,True,article,research,27
526715,14,18,21.0,2000-04-01,3,True,article,research,25
523087,0,1,8.0,2000-01-01,1,True,article,research,16
523088,18,23,9.0,2000-01-01,3,True,article,research,46
523089,4,4,13.0,2000-01-01,2,True,article,research,9
523154,13,15,20.0,2000-01-01,5,True,article,research,18
524292,8,15,8.0,2000-02-01,4,True,article,research,28
524334,18,18,7.0,2000-02-01,2,True,article,research,6
524434,22,28,4.0,2000-02-01,5,True,article,research,27
525364,4,6,12.0,2000-03-01,3,True,article,research,21
525436,56,79,14.0,2000-03-01,3,True,article,research,24
525479,93,107,10.0,2000-03-01,1,True,article,research,73
526449,11,15,4.0,2000-01-01,3,True,article,research,13
527070,5,10,5.0,2000-05-01,3,True,article,research,26
540851,3,6,6.0,2000-01-01,1,True,conference paper,research,14
534472,0,13,6.0,2000-10-01,3,True,article,research,33
531600,6,10,9.0,2000-08-01,6,True,article,research,33
531601,3,6,10.0,2000-08-01,4,True,article,research,14
535864,0,1,24.0,2000-10-01,4,True,article,research,19
525791,40,54,9.0,2000-04-01,2,True,article,research,25
529507,22,29,16.0,2000-06-01,2,True,article,research,24
529556,0,0,25.0,2000-06-01,2,True,article,research,24
524946,12,18,19.0,2000-03-01,3,True,article,research,25
524999,0,1,7.0,2000-03-01,1,True,article,research,22
523858,66,74,4.0,2000-02-01,3,True,article,research,25
525983,4,9,16.0,2000-04-01,2,True,conference paper,research,22
525161,0,3,4.0,2000-03-01,2,True,article,research,7
523633,1,8,12.0,2000-02-01,2,True,article,research,19
524476,12,13,9.0,2000-02-01,2,True,article,research,22
526880,10,20,4.0,2000-02-01,3,False,conference paper,research,12
529007,5,11,7.0,2000-06-01,3,True,article,research,27
529947,78,89,12.0,2000-07-01,1,True,article,research,35
531716,4,4,15.0,2000-08-01,2,True,article,research,30
527023,17,21,4.0,2000-05-01,2,True,article,research,13
558362,0,1,10.0,2001-06-01,5,False,conference paper,research,22
555268,2,2,8.0,2001-04-01,1,False,conference paper,research,17
554490,0,0,4.0,2001-03-01,2,False,conference paper,research,8
555821,4,6,4.0,2001-04-01,6,False,conference paper,research,5
556992,1,4,8.0,2001-05-01,1,False,conference paper,research,13
558728,1,3,6.0,2001-06-01,4,False,conference paper,research,5
556164,0,0,4.0,2001-05-01,2,False,conference paper,research,14
558448,5,8,9.0,2001-06-01,1,False,conference paper,research,29
557769,0,0,6.0,2001-06-01,4,False,conference paper,research,13
555443,7,8,8.0,2001-04-01,3,False,conference paper,research,37
557573,4,5,10.0,2001-05-01,3,False,conference paper,research,25
558447,2,2,4.0,2001-06-01,1,False,conference paper,research,21
558363,1,1,8.0,2001-06-01,5,False,conference paper,research,15
557918,1,3,9.0,2001-06-01,3,False,conference paper,research,35
556388,16,21,10.0,2001-05-01,1,False,conference paper,research,37
553422,4,4,9.0,2001-07-01,2,False,conference paper,research,16
559057,3,5,26.0,2001-06-01,11,False,conference paper,research,28
554489,2,3,8.0,2001-03-01,2,False,conference paper,research,15
557059,0,0,4.0,2001-05-01,1,False,conference paper,research,9
556026,57,78,25.0,2001-04-01,2,True,article,research,81
555313,66,78,9.0,2001-04-01,2,True,article,research,52
556165,3,4,25.0,2001-05-01,4,True,article,research,42
555646,23,52,4.0,2001-04-01,4,True,article,research,22
553792,0,4,23.0,2001-03-01,3,True,article,research,29
579691,15,17,31.0,2001-01-01,1,True,article,research,37
562105,0,11,7.0,2001-08-01,5,True,article,research,9
557957,1,2,18.0,2001-06-01,2,True,article,research,47
556488,14,16,12.0,2001-05-01,1,True,article,research,37
551865,22,22,10.0,2001-01-01,1,True,conference paper,research,41
551953,42,64,69.0,2001-01-01,5,True,article,research,65
551955,0,0,12.0,2001-01-01,4,True,article,research,22
551993,0,1,12.0,2001-01-01,2,True,article,research,31
554992,6,6,10.0,2001-04-01,1,True,conference paper,research,13
554993,6,12,11.0,2001-04-01,4,True,article,research,36
562918,5,5,24.0,2001-09-01,1,True,article,research,21
562968,22,33,15.0,2001-09-01,4,True,article,research,44
562474,0,0,5.0,2001-09-01,3,False,conference paper,research,11
562529,0,0,23.0,2001-09-01,3,True,article,research,21
562646,65,98,16.0,2001-09-01,3,True,article,research,44
566397,2,2,5.0,2001-11-01,3,True,article,research,2
564742,0,6,11.0,2001-10-01,7,True,article,research,18
552231,114,116,5.0,2001-01-01,2,True,article,research,28
555209,11,15,9.0,2001-04-01,1,True,article,research,42
552380,1,5,49.0,2001-01-01,2,True,article,research,30
556678,32,35,4.0,2001-05-01,3,True,article,research,41
552629,35,91,29.0,2001-01-01,4,True,article,research,44
555093,13,17,17.0,2001-04-01,2,True,conference paper,research,35
555095,10,23,11.0,2001-04-01,3,True,article,research,10
555269,99,103,21.0,2001-04-01,4,True,article,research,39
555444,2,3,38.0,2001-04-01,4,True,article,research,35
554039,27,38,18.0,2001-03-01,3,True,article,research,19
559055,8,10,10.0,2001-06-01,3,True,article,research,38
553426,0,0,4.0,2001-02-01,1,True,article,research,12
555557,25,31,28.0,2001-04-01,2,True,article,research,50
553163,1,7,13.0,2001-02-01,2,True,article,research,30
553223,23,26,10.0,2001-02-01,3,True,article,research,11
555881,3,3,6.0,2001-04-01,4,True,article,research,13
553989,7,9,26.0,2001-03-01,3,True,article,research,78
552923,20,28,18.0,2001-02-01,2,True,article,research,51
554563,2,5,7.0,2001-03-01,3,True,article,research,3
553788,42,59,35.0,2001-03-01,2,True,article,research,48
553794,16,25,30.0,2001-03-01,4,True,article,research,28
552135,3,3,4.0,2001-01-01,6,True,article,research,22
555680,39,44,15.0,2001-05-01,2,True,article,research,66
555772,3,3,13.0,2001-04-01,3,True,article,research,19
552261,30,75,33.0,2001-01-01,5,True,article,research,59
552294,3,6,4.0,2001-01-01,4,True,article,research,20
552340,9,9,12.0,2001-01-01,12,True,conference paper,research,52
557693,0,0,9.0,2001-06-01,5,False,conference paper,research,14
560050,5,6,5.0,2001-07-01,2,False,conference paper,research,11
566022,4,4,3.0,2001-01-01,1,True,article,research,28
567758,1,2,8.0,2001-12-01,3,False,conference paper,research,21
560651,110,119,6.0,2001-07-01,1,True,article,research,14
561520,13,23,9.0,2001-08-01,3,True,article,research,12
558117,26,31,12.0,2001-06-01,4,True,article,research,14
556252,55,60,13.0,2001-05-01,5,True,article,research,9
553035,80,97,13.0,2001-02-01,6,True,article,research,16
553337,96,112,4.0,2001-02-01,5,True,article,research,23
560480,1,1,6.0,2001-07-01,4,False,conference paper,research,12
560481,0,0,6.0,2001-07-01,4,False,conference paper,research,17
563372,9,13,28.0,2001-09-01,7,True,conference paper,research,33
551918,42,49,32.0,2001-01-01,1,True,article,research,53
560002,8,9,4.0,2001-07-01,1,True,article,research,10
555420,6,6,10.0,2001-04-01,4,True,article,research,12
553424,22,31,18.0,2001-02-01,7,True,article,research,23
552580,63,69,9.0,2001-01-01,3,True,article,research,20
561650,10,13,8.0,2001-08-01,1,True,conference paper,research,17
556803,2,8,15.0,2001-05-01,3,True,conference paper,research,7
562920,4,15,11.0,2001-09-01,2,True,article,research,29
561878,16,29,10.0,2001-08-01,2,True,article,research,12
561557,0,3,8.0,2001-08-01,2,True,article,research,19
581787,3,4,4.0,2002-01-01,2,True,conference paper,research,7
569251,0,4,25.0,2001-01-01,2,True,article,research,29
571428,2,3,8.0,2001-01-01,3,True,conference paper,research,14
563460,9,21,12.0,2001-09-01,2,True,article,research,10
552091,63,86,31.0,2001-01-01,4,True,article,research,34
553161,14,28,4.0,2001-02-01,2,True,article,research,6
555961,70,79,38.0,2001-04-01,2,True,article,research,42
553540,9,14,16.0,2001-02-01,3,True,article,research,20
553587,10,16,15.0,2001-02-01,2,True,article,research,40
593690,3,3,12.0,2002-08-01,2,False,conference paper,research,25
582451,2,2,10.0,2002-01-01,1,True,conference paper,research,35
589513,34,37,43.0,2002-06-01,2,False,conference paper,lectures,68
594041,0,3,4.0,2002-08-01,7,False,conference paper,research,12
600490,0,0,5.0,2002-10-01,1,False,conference paper,research,9
586214,4,4,14.0,2002-05-01,3,False,conference paper,research,67
587126,13,14,30.0,2002-05-01,3,False,conference paper,lectures,50
582978,0,0,6.0,2002-02-01,3,False,conference paper,research,38
589725,0,1,8.0,2002-06-01,5,True,conference paper,research,14
594040,3,11,6.0,2002-08-01,2,False,conference paper,research,35
594042,1,2,4.0,2002-08-01,5,False,conference paper,research,10
594044,6,7,9.0,2002-08-01,3,False,conference paper,research,14
594046,11,23,18.0,2002-08-01,1,False,conference paper,research,30
587543,0,0,5.0,2002-05-01,2,False,conference paper,research,18
586212,0,0,6.0,2002-05-01,1,False,conference paper,research,6
601773,0,0,8.0,2002-11-01,1,False,conference paper,research,19
595097,0,0,6.0,2002-09-01,3,False,conference paper,research,8
582021,14,18,13.0,2002-01-01,3,True,article,research,39
589434,27,31,12.0,2002-06-01,5,True,article,research,21
584181,87,105,20.0,2002-03-01,2,True,article,research,48
588229,44,53,8.0,2002-06-01,3,True,article,research,50
584245,43,54,54.0,2002-03-01,1,True,conference paper,review,80
587346,196,243,33.0,2002-05-01,4,True,article,research,59
582452,34,102,18.0,2002-01-01,6,True,article,research,72
582023,0,0,11.0,2002-01-01,1,True,conference paper,research,57
587067,17,27,14.0,2002-05-01,5,True,article,research,55
587127,78,107,4.0,2002-05-01,4,True,article,research,4
582074,106,139,13.0,2002-01-01,7,True,article,research,31
586167,138,201,41.0,2002-04-01,3,True,article,research,82
590394,36,39,42.0,2002-07-01,2,True,article,research,49
584928,9,13,10.0,2002-04-01,2,True,conference paper,research,35
588810,5,24,39.0,2002-06-01,3,True,article,research,33
587125,59,81,16.0,2002-05-01,3,True,article,research,34
592355,0,0,11.0,2002-08-01,2,True,article,research,16
586954,12,14,30.0,2002-05-01,2,True,article,research,6
593223,10,13,9.0,2002-08-01,2,True,article,research,25
593224,3,9,14.0,2002-08-01,4,True,article,research,45
590650,12,18,14.0,2002-07-01,2,True,article,research,25
590656,9,13,17.0,2002-07-01,3,True,article,research,22
596115,7,10,7.0,2002-09-01,4,True,article,research,13
593688,2,3,8.0,2002-08-01,1,True,article,research,23
584925,1,6,33.0,2002-04-01,2,True,article,research,31
586547,2,4,7.0,2002-05-01,6,True,article,research,4
583252,4,6,18.0,2002-02-01,3,True,article,research,33
585349,0,4,13.0,2002-04-01,2,True,article,research,7
582401,22,38,55.0,2002-01-01,4,True,article,research,49
582455,20,26,9.0,2002-01-01,3,True,article,research,22
585115,43,51,19.0,2002-04-01,4,True,article,research,36
585992,20,32,54.0,2002-04-01,5,True,article,research,57
586808,3,4,23.0,2002-05-01,3,True,article,research,16
584140,26,34,187.0,2002-03-01,5,True,article,research,27
584246,13,22,3826.0,2002-03-01,2,True,article,research,31
584250,9,19,4.0,2002-03-01,1,True,article,research,17
581923,10,10,12.0,2002-01-01,3,True,article,research,22
581497,50,64,11.0,2002-01-01,3,True,article,research,15
581552,5,8,27.0,2002-01-01,3,True,article,research,19
585562,8,13,20.0,2002-04-01,5,True,article,research,39
585646,12,13,15.0,2002-04-01,2,True,article,research,25
593440,5,5,13.0,2002-08-01,1,True,article,research,13
583996,21,26,7.0,2002-03-01,4,False,conference paper,research,8
586213,11,12,13.0,2002-05-01,3,True,article,research,18
582838,7,16,9.0,2002-02-01,6,True,article,research,62
581630,8,18,37.0,2002-01-01,4,True,article,research,86
591560,14,35,8.0,2002-07-01,5,True,article,research,31
581978,78,102,20.0,2002-01-01,5,True,article,research,32
582075,5,8,5.0,2002-01-01,2,False,conference paper,research,10
584418,725,798,55.0,2002-03-01,2,True,article,review,208
585905,129,166,27.0,2002-04-01,5,True,article,research,44
589509,22,45,5.0,2002-06-01,2,True,article,research,28
608691,1,1,34.0,2002-01-01,4,True,article,research,26
582765,4,4,10.0,2002-02-01,2,True,article,research,11
587068,53,63,25.0,2002-05-01,2,True,article,research,40
588291,6,15,13.0,2002-06-01,4,True,article,research,53
581922,4,15,17.0,2002-01-01,5,True,article,research,30
582656,39,48,11.0,2002-02-01,2,True,article,research,34
582225,30,41,23.0,2002-01-01,2,True,article,research,32
583527,97,151,16.0,2002-02-01,4,True,article,research,46
587829,76,83,5.0,2002-06-01,3,True,article,research,19
582762,1,7,9.0,2002-02-01,3,True,article,research,21
582608,61,89,10.0,2002-02-01,5,True,article,research,44
586744,110,163,14.0,2002-05-01,3,True,article,research,18
586952,501,559,29.0,2002-05-01,2,True,article,research,81
586210,9,12,12.0,2002-04-01,4,True,article,research,38
581920,33,50,11.0,2002-01-01,2,True,article,research,27
586548,14,18,19.0,2002-05-01,2,True,article,research,43
585648,146,183,4.0,2002-04-01,3,True,article,research,31
587957,9,13,5.0,2002-06-01,5,True,article,research,38
582880,164,194,22.0,2002-02-01,2,True,article,research,64
581401,15,31,5.0,2002-01-01,4,True,article,research,15
593438,93,98,21.0,2002-08-01,4,True,article,research,22
589098,8,12,10.0,2002-06-01,10,True,article,research,23
590657,92,113,6.0,2002-07-01,1,True,article,research,12
589958,120,126,4.0,2002-07-01,2,True,article,research,34
582879,13,15,10.0,2002-02-01,3,True,article,research,36
585274,12,12,16.0,2002-04-01,1,True,conference paper,research,54
582453,3,5,13.0,2002-01-01,3,True,article,research,14
583636,6,6,4.0,2002-03-01,1,True,article,research,18
630162,1,2,4.0,2003-10-01,2,False,conference paper,research,4
611178,0,0,7.0,2003-01-01,5,False,conference paper,research,31
615517,1,1,9.0,2003-03-01,1,False,conference paper,research,16
622101,6,9,11.0,2003-06-01,1,False,conference paper,research,22
611085,0,0,52.0,2003-01-01,1,False,conference paper,lectures,65
629082,42,42,9.0,2003-09-01,2,False,conference paper,research,11
624734,46,48,15.0,2003-07-01,3,False,conference paper,research,25
619066,1,1,3.0,2003-05-01,1,True,article,research,1
623133,0,0,15.0,2003-07-01,4,False,conference paper,research,44
620789,47,59,13.0,2003-06-01,3,True,article,research,57
614980,39,58,15.0,2003-03-01,3,True,article,research,27
617238,2,5,17.0,2003-04-01,5,True,article,research,25
619415,43,73,30.0,2003-05-01,6,True,article,research,38
612173,13,16,26.0,2003-01-01,5,True,article,research,25
622925,74,109,6.0,2003-07-01,3,True,article,research,88
616577,35,49,5.0,2003-04-01,5,True,article,research,36
612250,11,20,4.0,2003-01-01,3,True,article,research,19
612252,11,11,11.0,2003-01-01,1,True,article,research,21
611683,10,11,10.0,2003-01-01,3,True,conference paper,review,32
611999,11,11,10.0,2003-01-01,1,False,conference paper,research,45
613020,0,0,27.0,2003-02-01,3,True,article,research,25
611371,40,45,23.0,2003-01-01,3,True,article,research,19
611373,1,1,13.0,2003-01-01,1,True,conference paper,research,46
611087,33,34,12.0,2003-01-01,2,True,article,research,37
611246,19,32,7.0,2003-01-01,3,True,article,research,27
612650,9,24,12.0,2003-01-01,1,True,article,research,25
612746,3,3,6.0,2003-02-01,4,True,conference paper,research,17
617415,14,15,6.0,2003-04-01,1,True,article,research,35
616414,29,33,33.0,2003-04-01,4,True,article,research,43
616347,15,24,10.0,2003-04-01,3,True,article,research,33
616348,8,17,9.0,2003-04-01,2,True,article,research,15
616957,11,15,4.0,2003-04-01,5,True,article,research,15
616958,5,13,7.0,2003-04-01,3,True,conference paper,research,42
616959,5,5,10.0,2003-04-01,3,True,article,research,21
616715,96,110,33.0,2003-04-01,2,True,article,research,19
614832,40,60,25.0,2003-03-01,3,True,article,research,24
616481,8,12,4.0,2003-04-01,3,True,article,research,6
615286,79,106,4.0,2003-03-01,2,True,article,research,19
615840,4,5,9.0,2003-03-01,3,True,article,research,51
615684,1,5,8.0,2003-03-01,5,True,article,research,28
622188,52,59,47.0,2003-06-01,5,True,article,research,61
623697,24,32,6.0,2003-07-01,3,True,article,research,22
611368,47,49,6.0,2003-01-01,2,True,article,research,38
614269,6,26,20.0,2003-02-01,4,True,article,research,82
618742,83,102,13.0,2003-05-01,6,True,article,research,43
612349,37,85,12.0,2003-01-01,4,True,article,research,39
624909,28,32,9.0,2003-08-01,2,True,article,research,41
612553,24,29,4.0,2003-01-01,3,True,article,research,21
624913,182,200,3.0,2003-08-01,3,True,article,research,12
612890,1,11,28.0,2003-02-01,5,True,article,research,33
613741,22,31,6.0,2003-02-01,5,True,article,research,49
613799,87,156,19.0,2003-02-01,4,True,article,research,54
622261,55,61,26.0,2003-06-01,1,True,article,research,29
613901,182,214,16.0,2003-02-01,3,True,article,research,32
623130,44,78,28.0,2003-07-01,5,True,article,research,44
622465,30,77,10.0,2003-07-01,5,True,article,research,30
622010,11,12,9.0,2003-06-01,3,True,article,research,17
612888,5,16,28.0,2003-02-01,5,True,article,research,35
613323,57,59,21.0,2003-02-01,1,True,article,research,36
613174,23,25,4.0,2003-02-01,2,True,article,research,11
633643,8,13,5.0,2003-11-01,1,True,article,research,15
628810,4,6,17.0,2003-09-01,5,True,article,research,8
625951,39,42,17.0,2003-08-01,3,True,article,research,30
629477,17,25,7.0,2003-09-01,4,True,article,research,29
613660,35,53,9.0,2003-02-01,4,True,article,research,44
613742,3,8,10.0,2003-02-01,4,True,article,research,16
623348,1,2,14.0,2003-07-01,2,True,article,research,29
626698,32,46,12.0,2003-08-01,2,True,article,research,24
636673,0,0,6.0,2003-01-01,4,True,article,research,6
624908,96,106,21.0,2003-08-01,4,True,article,research,41
624157,16,17,13.0,2003-07-01,4,True,article,research,33
635964,16,17,7.0,2003-12-01,1,False,conference paper,research,32
619648,25,30,21.0,2003-05-01,5,True,article,research,24
620122,65,81,11.0,2003-06-01,2,True,article,research,31
619875,178,215,26.0,2003-05-01,2,True,article,research,44
619163,1,1,17.0,2003-05-01,2,True,article,research,25
619166,42,76,16.0,2003-05-01,4,True,article,research,30
615202,7,14,6.0,2003-02-01,5,True,article,research,52
631219,0,1,20.0,2003-10-01,4,True,article,research,17
627096,48,61,13.0,2003-09-01,6,True,article,research,13
612555,8,12,6.0,2003-01-01,4,True,article,research,39
611318,8,47,25.0,2003-01-01,5,True,article,research,38
617032,46,50,10.0,2003-04-01,2,True,article,research,15
618411,11,21,4.0,2003-05-01,2,True,article,research,20
617354,159,200,4.0,2003-04-01,3,True,article,research,10
612251,3,10,16.0,2003-01-01,4,True,article,research,16
620120,114,118,5.0,2003-06-01,2,False,conference paper,research,5
615441,7,7,35.0,2003-03-01,1,True,article,research,48
623964,19,31,5.0,2003-07-01,2,True,article,research,64
612892,635,709,4.0,2003-02-01,2,True,article,research,39
615750,460,773,21.0,2003-03-01,5,True,article,research,25
613902,104,110,3.0,2003-02-01,2,True,article,research,9
622014,29,41,53.0,2003-06-01,2,True,article,review,178
615442,10,11,15.0,2003-03-01,1,True,article,research,32
623349,1,15,18.0,2003-07-01,4,True,article,research,39
611681,1,1,9.0,2003-01-01,7,True,article,research,12
612556,837,853,24.0,2003-01-01,1,True,article,research,44
612352,813,896,4.0,2003-01-01,4,True,article,research,33
613658,14,25,15.0,2003-02-01,2,True,article,research,33
616794,2,2,7.0,2003-04-01,1,True,article,research,11
644402,4,15,10.0,2004-02-01,4,True,conference paper,research,33
647923,1,4,16.0,2004-04-01,1,False,conference paper,research,47
649170,31,39,6.0,2004-04-01,3,False,conference paper,research,12
657498,0,2,12.0,2004-08-01,1,False,conference paper,research,20
657141,3,6,11.0,2004-08-01,1,False,conference paper,research,54
662866,0,0,5.0,2004-01-01,2,True,conference paper,research,36
645443,1,4,9.0,2004-03-01,3,False,conference paper,research,6
646935,0,2,6.0,2004-03-01,3,False,conference paper,research,23
651118,0,0,7.0,2004-05-01,1,False,conference paper,research,10
652445,0,1,4.0,2004-06-01,5,False,conference paper,research,14
642667,9,24,15.0,2004-01-13,2,True,article,research,22
642812,3,4,10.0,2004-01-01,5,False,conference paper,research,59
652624,0,0,4.0,2004-06-01,3,False,conference paper,research,13
644401,4,7,6.0,2004-01-01,4,True,conference paper,research,28
644400,4,9,7.0,2004-02-01,3,False,conference paper,research,9
650824,5,7,7.0,2004-05-01,1,False,conference paper,research,20
651463,1,2,4.0,2004-06-01,3,False,conference paper,research,24
650247,0,0,6.0,2004-05-01,3,False,conference paper,research,8
652502,0,1,12.0,2004-06-01,3,False,conference paper,research,26
653870,9,9,4.0,2004-07-01,7,True,conference paper,research,7
655041,3,10,8.0,2004-07-01,4,True,article,research,28
655346,16,21,20.0,2004-07-01,2,True,article,research,35
655446,47,82,24.0,2004-08-01,3,True,article,research,30
647384,8,8,20.0,2004-03-01,3,True,article,research,42
650252,29,32,6.0,2004-05-01,2,True,article,research,18
645337,14,17,4.0,2004-02-01,2,True,conference paper,research,13
646495,47,75,20.0,2004-03-01,3,True,article,research,79
648049,2,8,7.0,2004-04-01,2,True,article,research,30
643089,52,97,43.0,2004-01-01,3,True,article,research,64
663553,27,39,13.0,2004-11-01,4,False,conference paper,lectures,44
650758,44,61,22.0,2004-05-01,2,True,article,research,53
662154,32,34,6.0,2004-10-01,5,True,article,research,28
651263,12,22,34.0,2004-06-01,3,True,article,research,46
648764,69,78,9.0,2004-08-01,2,True,article,research,45
644715,36,42,14.0,2004-02-01,3,True,article,research,30
654672,1,7,14.0,2004-07-01,6,True,article,research,21
648466,71,107,4.0,2004-04-01,1,True,article,research,33
652440,6,8,15.0,2004-06-01,2,True,article,research,20
658295,61,63,11.0,2004-09-01,1,True,article,research,33
650250,47,54,61.0,2004-05-01,5,True,article,review,134
648907,28,39,35.0,2004-04-01,4,True,article,research,54
645155,17,44,16.0,2004-02-01,6,True,article,research,26
648551,24,36,9.0,2004-04-01,6,True,article,research,19
649471,13,26,15.0,2004-04-01,2,True,article,research,28
644077,100,212,19.0,2004-02-01,8,True,article,research,98
646934,31,42,8.0,2004-03-01,4,True,article,research,26
649166,99,114,37.0,2004-04-01,1,True,article,research,59
643587,34,38,26.0,2004-01-01,2,True,article,research,96
644717,38,49,26.0,2004-02-01,2,True,article,research,40
643371,10,12,8.0,2004-01-01,2,False,conference paper,research,29
644855,14,15,27.0,2004-02-01,3,True,article,research,52
644970,0,1,7.0,2004-02-01,5,True,conference paper,research,7
644972,6,30,21.0,2004-02-01,3,True,article,research,24
650181,7,8,19.0,2004-05-01,3,True,article,research,28
649863,12,40,13.0,2004-05-01,3,True,article,research,19
649472,80,108,4.0,2004-04-01,4,True,article,research,23
655629,30,33,3.0,2004-08-01,4,True,article,research,11
668074,2,6,4.0,2004-12-01,3,True,conference paper,research,6
668077,9,30,15.0,2004-12-01,4,True,article,research,56
628677,11,14,6.0,2004-01-01,1,True,article,research,36
642581,25,30,7.0,2004-01-01,8,True,conference paper,research,15
642589,18,26,11.0,2004-01-01,3,True,article,research,21
642166,4,18,12.0,2004-01-01,1,True,article,research,15
644477,44,50,28.0,2004-02-01,6,True,article,research,35
647806,5,9,4.0,2004-04-01,7,True,article,research,17
650251,0,1,6.0,2004-05-01,4,True,article,research,11
648471,6,9,8.0,2004-04-01,2,True,article,research,29
648549,1,9,3.0,2004-04-01,4,True,article,research,15
645256,50,56,11.0,2004-02-01,4,True,article,research,29
645606,50,61,19.0,2004-03-01,4,True,article,research,30
645076,9,29,13.0,2004-02-01,4,True,article,research,52
642948,4,8,6.0,2004-01-01,4,True,article,research,23
646837,63,90,20.0,2004-03-01,4,True,article,research,36
649075,5,5,20.0,2004-04-01,5,False,conference paper,research,42
